Product Type,Product Returned,Product ID
Phone,no,65046f7afc13ae03cdfd5c85
Laptop,no,65046f7afc13ae03cdfd5c86
Tablet,no,65046f7afc13ae03cdfd5c87
Phone,no,65046f7afc13ae03cdfd5c88
Laptop,no,65046f7afc13ae03cdfd5c89
Tablet,no,65046f7afc13ae03cdfd5c8a
Phone,no,65046f7afc13ae03cdfd5c8b
Laptop,no,65046f7afc13ae03cdfd5c8c
Tablet,no,65046f7afc13ae03cdfd5c8d
Phone,no,65046f7afc13ae03cdfd5c8e
Laptop,no,65046f7afc13ae03cdfd5c8f
Tablet,no,65046f7afc13ae03cdfd5c90
Phone,no,65046f7afc13ae03cdfd5c91
Laptop,no,65046f7afc13ae03cdfd5c92
Tablet,no,65046f7afc13ae03cdfd5c93
Phone,no,65046f7afc13ae03cdfd5c94
Laptop,no,65046f7afc13ae03cdfd5c95
Tablet,no,65046f7afc13ae03cdfd5c96
Phone,no,65046f7afc13ae03cdfd5c97
Laptop,no,65046f7afc13ae03cdfd5c98
Tablet,no,65046f7afc13ae03cdfd5c99
Phone,no,65046f7afc13ae03cdfd5c9a
Laptop,no,65046f7afc13ae03cdfd5c9b
Tablet,no,65046f7afc13ae03cdfd5c9c
Phone,no,65046f7afc13ae03cdfd5c9d
Laptop,no,65046f7afc13ae03cdfd5c9e
Tablet,no,65046f7afc13ae03cdfd5c9f
Phone,no,65046f7afc13ae03cdfd5ca0
Laptop,no,65046f7afc13ae03cdfd5ca1
Tablet,no,65046f7afc13ae03cdfd5ca2
Phone,no,65046f7afc13ae03cdfd5ca3
Laptop,no,65046f7afc13ae03cdfd5ca4
Tablet,no,65046f7afc13ae03cdfd5ca5
Phone,no,65046f7afc13ae03cdfd5ca6
Laptop,no,65046f7afc13ae03cdfd5ca7
Tablet,no,65046f7afc13ae03cdfd5ca8
Phone,no,65046f7afc13ae03cdfd5ca9
Laptop,no,65046f7afc13ae03cdfd5caa
Tablet,no,65046f7afc13ae03cdfd5cab
Phone,no,65046f7afc13ae03cdfd5cac
Laptop,no,65046f7afc13ae03cdfd5cad
Tablet,no,65046f7afc13ae03cdfd5cae
Phone,no,65046f7afc13ae03cdfd5caf
Laptop,no,65046f7afc13ae03cdfd5cb0
Tablet,no,65046f7afc13ae03cdfd5cb1
Phone,no,65046f7afc13ae03cdfd5cb2
Laptop,no,65046f7afc13ae03cdfd5cb3
Tablet,no,65046f7afc13ae03cdfd5cb4
Phone,no,65046f7afc13ae03cdfd5cb5
Laptop,no,65046f7afc13ae03cdfd5cb6
Tablet,no,65046f7afc13ae03cdfd5cb7
Phone,no,65046f7afc13ae03cdfd5cb8
Laptop,no,65046f7afc13ae03cdfd5cb9
Tablet,no,65046f7afc13ae03cdfd5cba
Phone,no,65046f7afc13ae03cdfd5cbb
Laptop,no,65046f7afc13ae03cdfd5cbc
Tablet,no,65046f7afc13ae03cdfd5cbd
Phone,no,65046f7afc13ae03cdfd5cbe
Laptop,no,65046f7afc13ae03cdfd5cbf
Tablet,no,65046f7afc13ae03cdfd5cc0
Phone,no,65046f7afc13ae03cdfd5cc1
Laptop,no,65046f7afc13ae03cdfd5cc2
Tablet,no,65046f7afc13ae03cdfd5cc3
Phone,no,65046f7afc13ae03cdfd5cc4
Laptop,no,65046f7afc13ae03cdfd5cc5
Tablet,no,65046f7afc13ae03cdfd5cc6
Phone,no,65046f7afc13ae03cdfd5cc7
Laptop,no,65046f7afc13ae03cdfd5cc8
Tablet,no,65046f7afc13ae03cdfd5cc9
Phone,no,65046f7afc13ae03cdfd5cca
Laptop,no,65046f7afc13ae03cdfd5ccb
Tablet,no,65046f7afc13ae03cdfd5ccc
Phone,no,65046f7afc13ae03cdfd5ccd
Laptop,no,65046f7afc13ae03cdfd5cce
Tablet,no,65046f7afc13ae03cdfd5ccf
Phone,no,65046f7afc13ae03cdfd5cd0
Laptop,no,65046f7afc13ae03cdfd5cd1
Tablet,no,65046f7afc13ae03cdfd5cd2
Phone,no,65046f7afc13ae03cdfd5cd3
Laptop,no,65046f7afc13ae03cdfd5cd4
Tablet,no,65046f7afc13ae03cdfd5cd5
Phone,no,65046f7afc13ae03cdfd5cd6
Laptop,no,65046f7afc13ae03cdfd5cd7
Tablet,no,65046f7afc13ae03cdfd5cd8
Phone,no,65046f7afc13ae03cdfd5cd9
Laptop,no,65046f7afc13ae03cdfd5cda
Tablet,no,65046f7afc13ae03cdfd5cdb
Phone,no,65046f7afc13ae03cdfd5cdc
Laptop,no,65046f7afc13ae03cdfd5cdd
Tablet,no,65046f7afc13ae03cdfd5cde
Phone,no,65046f7afc13ae03cdfd5cdf
Laptop,no,65046f7afc13ae03cdfd5ce0
Tablet,no,65046f7afc13ae03cdfd5ce1
Phone,no,65046f7afc13ae03cdfd5ce2
Laptop,no,65046f7afc13ae03cdfd5ce3
Tablet,no,65046f7afc13ae03cdfd5ce4
Phone,no,65046f7afc13ae03cdfd5ce5
Laptop,yes,65046f7afc13ae03cdfd5ce6
Tablet,no,65046f7afc13ae03cdfd5ce7
Phone,no,65046f7afc13ae03cdfd5ce8
Laptop,no,65046f7afc13ae03cdfd5ce9
Tablet,no,65046f7afc13ae03cdfd5cea
Phone,no,65046f7afc13ae03cdfd5ceb
Laptop,no,65046f7afc13ae03cdfd5cec
Tablet,no,65046f7afc13ae03cdfd5ced
Phone,no,65046f7afc13ae03cdfd5cee
Laptop,no,65046f7afc13ae03cdfd5cef
Tablet,no,65046f7afc13ae03cdfd5cf0
Phone,no,65046f7afc13ae03cdfd5cf1
Laptop,no,65046f7afc13ae03cdfd5cf2
Tablet,no,65046f7afc13ae03cdfd5cf3
Phone,no,65046f7afc13ae03cdfd5cf4
Laptop,no,65046f7afc13ae03cdfd5cf5
Tablet,no,65046f7afc13ae03cdfd5cf6
Phone,no,65046f7afc13ae03cdfd5cf7
Laptop,no,65046f7afc13ae03cdfd5cf8
Tablet,no,65046f7afc13ae03cdfd5cf9
Phone,yes,65046f7afc13ae03cdfd5cfa
Laptop,no,65046f7afc13ae03cdfd5cfb
Tablet,no,65046f7afc13ae03cdfd5cfc
Phone,no,65046f7afc13ae03cdfd5cfd
Laptop,no,65046f7afc13ae03cdfd5cfe
Tablet,no,65046f7afc13ae03cdfd5cff
Phone,no,65046f7afc13ae03cdfd5d00
Laptop,no,65046f7afc13ae03cdfd5d01
Tablet,no,65046f7afc13ae03cdfd5d02
Phone,no,65046f7afc13ae03cdfd5d03
Laptop,no,65046f7afc13ae03cdfd5d04
Tablet,no,65046f7afc13ae03cdfd5d05
Phone,no,65046f7afc13ae03cdfd5d06
Laptop,no,65046f7afc13ae03cdfd5d07
Tablet,no,65046f7afc13ae03cdfd5d08
Phone,no,65046f7afc13ae03cdfd5d09
Laptop,no,65046f7afc13ae03cdfd5d0a
Tablet,no,65046f7afc13ae03cdfd5d0b
Phone,no,65046f7afc13ae03cdfd5d0c
Laptop,no,65046f7afc13ae03cdfd5d0d
Tablet,no,65046f7afc13ae03cdfd5d0e
Phone,no,65046f7afc13ae03cdfd5d0f
Laptop,no,65046f7afc13ae03cdfd5d10
Tablet,no,65046f7afc13ae03cdfd5d11
Phone,no,65046f7afc13ae03cdfd5d12
Laptop,no,65046f7afc13ae03cdfd5d13
Tablet,no,65046f7afc13ae03cdfd5d14
Phone,no,65046f7afc13ae03cdfd5d15
Laptop,no,65046f7afc13ae03cdfd5d16
Tablet,no,65046f7afc13ae03cdfd5d17
Phone,no,65046f7afc13ae03cdfd5d18
Laptop,no,65046f7afc13ae03cdfd5d19
Tablet,no,65046f7afc13ae03cdfd5d1a
Phone,no,65046f7afc13ae03cdfd5d1b
Laptop,no,65046f7afc13ae03cdfd5d1c
Tablet,no,65046f7afc13ae03cdfd5d1d
Phone,no,65046f7afc13ae03cdfd5d1e
Laptop,no,65046f7afc13ae03cdfd5d1f
Tablet,no,65046f7afc13ae03cdfd5d20
Phone,no,65046f7afc13ae03cdfd5d21
Laptop,no,65046f7afc13ae03cdfd5d22
Tablet,no,65046f7afc13ae03cdfd5d23
Phone,no,65046f7afc13ae03cdfd5d24
Laptop,no,65046f7afc13ae03cdfd5d25
Tablet,no,65046f7afc13ae03cdfd5d26
Phone,no,65046f7afc13ae03cdfd5d27
Laptop,no,65046f7afc13ae03cdfd5d28
Tablet,no,65046f7afc13ae03cdfd5d29
Phone,no,65046f7afc13ae03cdfd5d2a
Laptop,no,65046f7afc13ae03cdfd5d2b
Tablet,no,65046f7afc13ae03cdfd5d2c
Phone,no,65046f7afc13ae03cdfd5d2d
Laptop,no,65046f7afc13ae03cdfd5d2e
Tablet,no,65046f7afc13ae03cdfd5d2f
Phone,no,65046f7afc13ae03cdfd5d30
Laptop,no,65046f7afc13ae03cdfd5d31
Tablet,no,65046f7afc13ae03cdfd5d32
Phone,no,65046f7afc13ae03cdfd5d33
Laptop,no,65046f7afc13ae03cdfd5d34
Tablet,no,65046f7afc13ae03cdfd5d35
Phone,no,65046f7afc13ae03cdfd5d36
Laptop,no,65046f7afc13ae03cdfd5d37
Tablet,no,65046f7afc13ae03cdfd5d38
Phone,no,65046f7afc13ae03cdfd5d39
Laptop,no,65046f7afc13ae03cdfd5d3a
Tablet,no,65046f7afc13ae03cdfd5d3b
Phone,no,65046f7afc13ae03cdfd5d3c
Laptop,no,65046f7afc13ae03cdfd5d3d
Tablet,no,65046f7afc13ae03cdfd5d3e
Phone,no,65046f7afc13ae03cdfd5d3f
Laptop,no,65046f7afc13ae03cdfd5d40
Tablet,no,65046f7afc13ae03cdfd5d41
Phone,no,65046f7afc13ae03cdfd5d42
Laptop,no,65046f7afc13ae03cdfd5d43
Tablet,no,65046f7afc13ae03cdfd5d44
Phone,no,65046f7afc13ae03cdfd5d45
Laptop,no,65046f7afc13ae03cdfd5d46
Tablet,no,65046f7afc13ae03cdfd5d47
Phone,no,65046f7afc13ae03cdfd5d48
Laptop,no,65046f7afc13ae03cdfd5d49
Tablet,no,65046f7afc13ae03cdfd5d4a
Phone,no,65046f7afc13ae03cdfd5d4b
Laptop,no,65046f7afc13ae03cdfd5d4c
Tablet,no,65046f7afc13ae03cdfd5d4d
Phone,no,65046f7afc13ae03cdfd5d4e
Laptop,no,65046f7afc13ae03cdfd5d4f
Tablet,no,65046f7afc13ae03cdfd5d50
Phone,no,65046f7afc13ae03cdfd5d51
Laptop,no,65046f7afc13ae03cdfd5d52
Tablet,no,65046f7afc13ae03cdfd5d53
Phone,no,65046f7afc13ae03cdfd5d54
Laptop,no,65046f7afc13ae03cdfd5d55
Tablet,no,65046f7afc13ae03cdfd5d56
Phone,no,65046f7afc13ae03cdfd5d57
Laptop,no,65046f7afc13ae03cdfd5d58
Tablet,no,65046f7afc13ae03cdfd5d59
Phone,no,65046f7afc13ae03cdfd5d5a
Laptop,no,65046f7afc13ae03cdfd5d5b
Tablet,no,65046f7afc13ae03cdfd5d5c
Phone,no,65046f7afc13ae03cdfd5d5d
Laptop,no,65046f7afc13ae03cdfd5d5e
Tablet,no,65046f7afc13ae03cdfd5d5f
Phone,no,65046f7afc13ae03cdfd5d60
Laptop,no,65046f7afc13ae03cdfd5d61
Tablet,no,65046f7afc13ae03cdfd5d62
Phone,no,65046f7afc13ae03cdfd5d63
Laptop,no,65046f7afc13ae03cdfd5d64
Tablet,no,65046f7afc13ae03cdfd5d65
Phone,no,65046f7afc13ae03cdfd5d66
Laptop,no,65046f7afc13ae03cdfd5d67
Tablet,no,65046f7afc13ae03cdfd5d68
Phone,no,65046f7afc13ae03cdfd5d69
Laptop,no,65046f7afc13ae03cdfd5d6a
Tablet,no,65046f7afc13ae03cdfd5d6b
Phone,no,65046f7afc13ae03cdfd5d6c
Laptop,no,65046f7afc13ae03cdfd5d6d
Tablet,no,65046f7afc13ae03cdfd5d6e
Phone,no,65046f7afc13ae03cdfd5d6f
Laptop,no,65046f7afc13ae03cdfd5d70
Tablet,no,65046f7afc13ae03cdfd5d71
Phone,no,65046f7afc13ae03cdfd5d72
Laptop,no,65046f7afc13ae03cdfd5d73
Tablet,no,65046f7afc13ae03cdfd5d74
Phone,no,65046f7afc13ae03cdfd5d75
Laptop,no,65046f7afc13ae03cdfd5d76
Tablet,no,65046f7afc13ae03cdfd5d77
Phone,no,65046f7afc13ae03cdfd5d78
Laptop,no,65046f7afc13ae03cdfd5d79
Tablet,no,65046f7afc13ae03cdfd5d7a
Phone,no,65046f7afc13ae03cdfd5d7b
Laptop,no,65046f7afc13ae03cdfd5d7c
Tablet,no,65046f7afc13ae03cdfd5d7d
Phone,no,65046f7afc13ae03cdfd5d7e
Laptop,no,65046f7afc13ae03cdfd5d7f
Tablet,no,65046f7afc13ae03cdfd5d80
Phone,no,65046f7afc13ae03cdfd5d81
Laptop,no,65046f7afc13ae03cdfd5d82
Tablet,no,65046f7afc13ae03cdfd5d83
Phone,no,65046f7afc13ae03cdfd5d84
Laptop,no,65046f7afc13ae03cdfd5d85
Tablet,no,65046f7afc13ae03cdfd5d86
Phone,no,65046f7afc13ae03cdfd5d87
Laptop,no,65046f7afc13ae03cdfd5d88
Tablet,no,65046f7afc13ae03cdfd5d89
Phone,no,65046f7afc13ae03cdfd5d8a
Laptop,no,65046f7afc13ae03cdfd5d8b
Tablet,no,65046f7afc13ae03cdfd5d8c
Phone,no,65046f7afc13ae03cdfd5d8d
Laptop,no,65046f7afc13ae03cdfd5d8e
Tablet,no,65046f7afc13ae03cdfd5d8f
Phone,no,65046f7afc13ae03cdfd5d90
Laptop,no,65046f7afc13ae03cdfd5d91
Tablet,no,65046f7afc13ae03cdfd5d92
Phone,no,65046f7afc13ae03cdfd5d93
Laptop,no,65046f7afc13ae03cdfd5d94
Tablet,no,65046f7afc13ae03cdfd5d95
Phone,no,65046f7afc13ae03cdfd5d96
Laptop,no,65046f7afc13ae03cdfd5d97
Tablet,no,65046f7afc13ae03cdfd5d98
Phone,no,65046f7afc13ae03cdfd5d99
Laptop,no,65046f7afc13ae03cdfd5d9a
Tablet,no,65046f7afc13ae03cdfd5d9b
Phone,no,65046f7afc13ae03cdfd5d9c
Laptop,no,65046f7afc13ae03cdfd5d9d
Tablet,no,65046f7afc13ae03cdfd5d9e
Phone,no,65046f7afc13ae03cdfd5d9f
Laptop,no,65046f7afc13ae03cdfd5da0
Tablet,no,65046f7afc13ae03cdfd5da1
Phone,no,65046f7afc13ae03cdfd5da2
Laptop,no,65046f7afc13ae03cdfd5da3
Tablet,no,65046f7afc13ae03cdfd5da4
Phone,no,65046f7afc13ae03cdfd5da5
Laptop,no,65046f7afc13ae03cdfd5da6
Tablet,no,65046f7afc13ae03cdfd5da7
Phone,no,65046f7afc13ae03cdfd5da8
Laptop,no,65046f7afc13ae03cdfd5da9
Tablet,no,65046f7afc13ae03cdfd5daa
Phone,no,65046f7afc13ae03cdfd5dab
Laptop,no,65046f7afc13ae03cdfd5dac
Tablet,no,65046f7afc13ae03cdfd5dad
Phone,no,65046f7afc13ae03cdfd5dae
Laptop,no,65046f7afc13ae03cdfd5daf
Tablet,no,65046f7afc13ae03cdfd5db0
Phone,no,65046f7afc13ae03cdfd5db1
Laptop,no,65046f7afc13ae03cdfd5db2
Tablet,no,65046f7afc13ae03cdfd5db3
Phone,no,65046f7afc13ae03cdfd5db4
Laptop,no,65046f7afc13ae03cdfd5db5
Tablet,no,65046f7afc13ae03cdfd5db6
Phone,no,65046f7afc13ae03cdfd5db7
Laptop,no,65046f7afc13ae03cdfd5db8
Tablet,no,65046f7afc13ae03cdfd5db9
Phone,no,65046f7afc13ae03cdfd5dba
Laptop,no,65046f7afc13ae03cdfd5dbb
Tablet,no,65046f7afc13ae03cdfd5dbc
Phone,no,65046f7afc13ae03cdfd5dbd
Laptop,no,65046f7afc13ae03cdfd5dbe
Tablet,no,65046f7afc13ae03cdfd5dbf
Phone,no,65046f7afc13ae03cdfd5dc0
Laptop,no,65046f7afc13ae03cdfd5dc1
Tablet,no,65046f7afc13ae03cdfd5dc2
Phone,no,65046f7afc13ae03cdfd5dc3
Laptop,no,65046f7afc13ae03cdfd5dc4
Tablet,no,65046f7afc13ae03cdfd5dc5
Phone,no,65046f7afc13ae03cdfd5dc6
Laptop,no,65046f7afc13ae03cdfd5dc7
Tablet,no,65046f7afc13ae03cdfd5dc8
Phone,no,65046f7afc13ae03cdfd5dc9
Laptop,no,65046f7afc13ae03cdfd5dca
Tablet,no,65046f7afc13ae03cdfd5dcb
Phone,no,65046f7afc13ae03cdfd5dcc
Laptop,no,65046f7afc13ae03cdfd5dcd
Tablet,no,65046f7afc13ae03cdfd5dce
Phone,no,65046f7afc13ae03cdfd5dcf
Laptop,no,65046f7afc13ae03cdfd5dd0
Tablet,no,65046f7afc13ae03cdfd5dd1
Phone,no,65046f7afc13ae03cdfd5dd2
Laptop,no,65046f7afc13ae03cdfd5dd3
Tablet,no,65046f7afc13ae03cdfd5dd4
Phone,no,65046f7afc13ae03cdfd5dd5
Laptop,no,65046f7afc13ae03cdfd5dd6
Tablet,no,65046f7afc13ae03cdfd5dd7
Phone,no,65046f7afc13ae03cdfd5dd8
Laptop,no,65046f7afc13ae03cdfd5dd9
Tablet,no,65046f7afc13ae03cdfd5dda
Phone,no,65046f7afc13ae03cdfd5ddb
Laptop,no,65046f7afc13ae03cdfd5ddc
Tablet,no,65046f7afc13ae03cdfd5ddd
Phone,no,65046f7afc13ae03cdfd5dde
Laptop,no,65046f7afc13ae03cdfd5ddf
Tablet,no,65046f7afc13ae03cdfd5de0
Phone,no,65046f7afc13ae03cdfd5de1
Laptop,no,65046f7afc13ae03cdfd5de2
Tablet,no,65046f7afc13ae03cdfd5de3
Phone,no,65046f7afc13ae03cdfd5de4
Laptop,no,65046f7afc13ae03cdfd5de5
Tablet,no,65046f7afc13ae03cdfd5de6
Phone,no,65046f7afc13ae03cdfd5de7
Laptop,no,65046f7afc13ae03cdfd5de8
Tablet,no,65046f7afc13ae03cdfd5de9
Phone,no,65046f7afc13ae03cdfd5dea
Laptop,no,65046f7afc13ae03cdfd5deb
Tablet,no,65046f7afc13ae03cdfd5dec
Phone,no,65046f7afc13ae03cdfd5ded
Laptop,no,65046f7afc13ae03cdfd5dee
Tablet,no,65046f7afc13ae03cdfd5def
Phone,no,65046f7afc13ae03cdfd5df0
Laptop,no,65046f7afc13ae03cdfd5df1
Tablet,no,65046f7afc13ae03cdfd5df2
Phone,no,65046f7afc13ae03cdfd5df3
Laptop,no,65046f7afc13ae03cdfd5df4
Tablet,no,65046f7afc13ae03cdfd5df5
Phone,no,65046f7afc13ae03cdfd5df6
Laptop,no,65046f7afc13ae03cdfd5df7
Tablet,no,65046f7afc13ae03cdfd5df8
Phone,no,65046f7afc13ae03cdfd5df9
Laptop,no,65046f7afc13ae03cdfd5dfa
Tablet,no,65046f7afc13ae03cdfd5dfb
Phone,no,65046f7afc13ae03cdfd5dfc
Laptop,no,65046f7afc13ae03cdfd5dfd
Tablet,no,65046f7afc13ae03cdfd5dfe
Phone,no,65046f7afc13ae03cdfd5dff
Laptop,no,65046f7afc13ae03cdfd5e00
Tablet,no,65046f7afc13ae03cdfd5e01
Phone,no,65046f7afc13ae03cdfd5e02
Laptop,no,65046f7afc13ae03cdfd5e03
Tablet,no,65046f7afc13ae03cdfd5e04
Phone,no,65046f7afc13ae03cdfd5e05
Laptop,no,65046f7afc13ae03cdfd5e06
Tablet,no,65046f7afc13ae03cdfd5e07
Phone,no,65046f7afc13ae03cdfd5e08
Laptop,no,65046f7afc13ae03cdfd5e09
Tablet,no,65046f7afc13ae03cdfd5e0a
Phone,no,65046f7afc13ae03cdfd5e0b
Laptop,no,65046f7afc13ae03cdfd5e0c
Tablet,no,65046f7afc13ae03cdfd5e0d
Phone,no,65046f7afc13ae03cdfd5e0e
Laptop,no,65046f7afc13ae03cdfd5e0f
Tablet,no,65046f7afc13ae03cdfd5e10
Phone,no,65046f7afc13ae03cdfd5e11
Laptop,no,65046f7afc13ae03cdfd5e12
Tablet,no,65046f7afc13ae03cdfd5e13
Phone,no,65046f7afc13ae03cdfd5e14
Laptop,no,65046f7afc13ae03cdfd5e15
Tablet,no,65046f7afc13ae03cdfd5e16
Phone,no,65046f7afc13ae03cdfd5e17
Laptop,no,65046f7afc13ae03cdfd5e18
Tablet,no,65046f7afc13ae03cdfd5e19
Phone,no,65046f7afc13ae03cdfd5e1a
Laptop,no,65046f7afc13ae03cdfd5e1b
Tablet,yes,65046f7afc13ae03cdfd5e1c
Phone,no,65046f7afc13ae03cdfd5e1d
Laptop,no,65046f7afc13ae03cdfd5e1e
Tablet,no,65046f7afc13ae03cdfd5e1f
Phone,no,65046f7afc13ae03cdfd5e20
Laptop,no,65046f7afc13ae03cdfd5e21
Tablet,no,65046f7afc13ae03cdfd5e22
Phone,no,65046f7afc13ae03cdfd5e23
Laptop,no,65046f7afc13ae03cdfd5e24
Tablet,no,65046f7afc13ae03cdfd5e25
Phone,no,65046f7afc13ae03cdfd5e26
Laptop,no,65046f7afc13ae03cdfd5e27
Tablet,no,65046f7afc13ae03cdfd5e28
Phone,no,65046f7afc13ae03cdfd5e29
Laptop,no,65046f7afc13ae03cdfd5e2a
Tablet,no,65046f7afc13ae03cdfd5e2b
Phone,no,65046f7afc13ae03cdfd5e2c
Laptop,no,65046f7afc13ae03cdfd5e2d
Tablet,no,65046f7afc13ae03cdfd5e2e
Phone,no,65046f7afc13ae03cdfd5e2f
Laptop,no,65046f7afc13ae03cdfd5e30
Tablet,no,65046f7afc13ae03cdfd5e31
Phone,no,65046f7afc13ae03cdfd5e32
Laptop,no,65046f7afc13ae03cdfd5e33
Tablet,no,65046f7afc13ae03cdfd5e34
Phone,no,65046f7afc13ae03cdfd5e35
Laptop,no,65046f7afc13ae03cdfd5e36
Tablet,no,65046f7afc13ae03cdfd5e37
Phone,no,65046f7afc13ae03cdfd5e38
Laptop,no,65046f7afc13ae03cdfd5e39
Tablet,no,65046f7afc13ae03cdfd5e3a
Phone,yes,65046f7afc13ae03cdfd5e3b
Laptop,no,65046f7afc13ae03cdfd5e3c
Tablet,no,65046f7afc13ae03cdfd5e3d
Phone,no,65046f7afc13ae03cdfd5e3e
Laptop,no,65046f7afc13ae03cdfd5e3f
Tablet,no,65046f7afc13ae03cdfd5e40
Phone,no,65046f7afc13ae03cdfd5e41
Phone,no,65046f98fc13ae02b6fd5476
Laptop,no,65046f98fc13ae02b6fd5477
Tablet,no,65046f98fc13ae02b6fd5478
Phone,no,65046f98fc13ae02b6fd5479
Laptop,no,65046f98fc13ae02b6fd547a
Tablet,no,65046f98fc13ae02b6fd547b
Phone,no,65046f98fc13ae02b6fd547c
Laptop,no,65046f98fc13ae02b6fd547d
Tablet,no,65046f98fc13ae02b6fd547e
Phone,no,65046f98fc13ae02b6fd547f
Laptop,no,65046f98fc13ae02b6fd5480
Tablet,no,65046f98fc13ae02b6fd5481
Phone,no,65046f98fc13ae02b6fd5482
Laptop,no,65046f98fc13ae02b6fd5483
Tablet,no,65046f98fc13ae02b6fd5484
Phone,no,65046f98fc13ae02b6fd5485
Laptop,no,65046f98fc13ae02b6fd5486
Tablet,no,65046f98fc13ae02b6fd5487
Phone,no,65046f98fc13ae02b6fd5488
Laptop,no,65046f98fc13ae02b6fd5489
Tablet,no,65046f98fc13ae02b6fd548a
Phone,no,65046f98fc13ae02b6fd548b
Laptop,no,65046f98fc13ae02b6fd548c
Tablet,no,65046f98fc13ae02b6fd548d
Phone,no,65046f98fc13ae02b6fd548e
Laptop,no,65046f98fc13ae02b6fd548f
Tablet,no,65046f98fc13ae02b6fd5490
Phone,no,65046f98fc13ae02b6fd5491
Laptop,no,65046f98fc13ae02b6fd5492
Tablet,no,65046f98fc13ae02b6fd5493
Phone,no,65046f98fc13ae02b6fd5494
Laptop,no,65046f98fc13ae02b6fd5495
Tablet,no,65046f98fc13ae02b6fd5496
Phone,no,65046f98fc13ae02b6fd5497
Laptop,no,65046f98fc13ae02b6fd5498
Tablet,no,65046f98fc13ae02b6fd5499
Phone,no,65046f98fc13ae02b6fd549a
Laptop,no,65046f98fc13ae02b6fd549b
Tablet,no,65046f98fc13ae02b6fd549c
Phone,no,65046f98fc13ae02b6fd549d
Laptop,no,65046f98fc13ae02b6fd549e
Tablet,no,65046f98fc13ae02b6fd549f
Phone,no,65046f98fc13ae02b6fd54a0
Laptop,no,65046f98fc13ae02b6fd54a1
Tablet,no,65046f98fc13ae02b6fd54a2
Phone,no,65046f98fc13ae02b6fd54a3
Laptop,no,65046f98fc13ae02b6fd54a4
Tablet,no,65046f98fc13ae02b6fd54a5
Phone,no,65046f98fc13ae02b6fd54a6
Laptop,no,65046f98fc13ae02b6fd54a7
Tablet,no,65046f98fc13ae02b6fd54a8
Phone,no,65046f98fc13ae02b6fd54a9
Laptop,no,65046f98fc13ae02b6fd54aa
Tablet,no,65046f98fc13ae02b6fd54ab
Phone,no,65046f98fc13ae02b6fd54ac
Laptop,no,65046f98fc13ae02b6fd54ad
Tablet,no,65046f98fc13ae02b6fd54ae
Phone,no,65046f98fc13ae02b6fd54af
Laptop,no,65046f98fc13ae02b6fd54b0
Tablet,no,65046f98fc13ae02b6fd54b1
Phone,no,65046f98fc13ae02b6fd54b2
Laptop,no,65046f98fc13ae02b6fd54b3
Tablet,no,65046f98fc13ae02b6fd54b4
Phone,no,65046f98fc13ae02b6fd54b5
Laptop,no,65046f98fc13ae02b6fd54b6
Tablet,no,65046f98fc13ae02b6fd54b7
Phone,no,65046f98fc13ae02b6fd54b8
Laptop,no,65046f98fc13ae02b6fd54b9
Tablet,no,65046f98fc13ae02b6fd54ba
Phone,no,65046f98fc13ae02b6fd54bb
Laptop,no,65046f98fc13ae02b6fd54bc
Tablet,no,65046f98fc13ae02b6fd54bd
Phone,no,65046f98fc13ae02b6fd54be
Laptop,no,65046f98fc13ae02b6fd54bf
Tablet,no,65046f98fc13ae02b6fd54c0
Phone,no,65046f98fc13ae02b6fd54c1
Laptop,no,65046f98fc13ae02b6fd54c2
Tablet,no,65046f98fc13ae02b6fd54c3
Phone,no,65046f98fc13ae02b6fd54c4
Laptop,no,65046f98fc13ae02b6fd54c5
Tablet,no,65046f98fc13ae02b6fd54c6
Phone,no,65046f98fc13ae02b6fd54c7
Laptop,no,65046f98fc13ae02b6fd54c8
Tablet,no,65046f98fc13ae02b6fd54c9
Phone,no,65046f98fc13ae02b6fd54ca
Laptop,no,65046f98fc13ae02b6fd54cb
Tablet,no,65046f98fc13ae02b6fd54cc
Phone,no,65046f98fc13ae02b6fd54cd
Laptop,no,65046f98fc13ae02b6fd54ce
Tablet,no,65046f98fc13ae02b6fd54cf
Phone,no,65046f98fc13ae02b6fd54d0
Laptop,no,65046f98fc13ae02b6fd54d1
Tablet,no,65046f98fc13ae02b6fd54d2
Phone,no,65046f98fc13ae02b6fd54d3
Laptop,no,65046f98fc13ae02b6fd54d4
Tablet,no,65046f98fc13ae02b6fd54d5
Phone,no,65046f98fc13ae02b6fd54d6
Laptop,no,65046f98fc13ae02b6fd54d7
Tablet,no,65046f98fc13ae02b6fd54d8
Phone,no,65046f98fc13ae02b6fd54d9
Laptop,no,65046f98fc13ae02b6fd54da
Tablet,no,65046f98fc13ae02b6fd54db
Phone,no,65046f98fc13ae02b6fd54dc
Laptop,no,65046f98fc13ae02b6fd54dd
Tablet,no,65046f98fc13ae02b6fd54de
Phone,no,65046f98fc13ae02b6fd54df
Laptop,no,65046f98fc13ae02b6fd54e0
Tablet,no,65046f98fc13ae02b6fd54e1
Phone,no,65046f98fc13ae02b6fd54e2
Laptop,no,65046f98fc13ae02b6fd54e3
Tablet,no,65046f98fc13ae02b6fd54e4
Phone,no,65046f98fc13ae02b6fd54e5
Laptop,no,65046f98fc13ae02b6fd54e6
Tablet,no,65046f98fc13ae02b6fd54e7
Phone,no,65046f98fc13ae02b6fd54e8
